Dátum,Registration,New,Elhunytak,Gyógyultak,Mintavétel száma,Egymillió lakosra elvégzett tesztek száma,Kórházi karanténba zártak száma,Regisztrált esetek százalékos változása az előző naphoz viszonyítva,Pozitív tesztek aránya,A mintavételek számának százalékos változása az előző naphoz képest,Aktív fertőzöttek száma,Elhunytak aránya Magyarországon,Gyógyultak aránya Magyarországon,Hatósági házi karantén,Új mintavételek száma,Új esetek aránya az új mintavételekhez képest,New Deaths,Új gyógyultak naponta,Kórházi ápoltak száma,Lélegeztetőgépen lévők száma,Aktív esetek/összes eset,Kórházi ápoltak számának változása az előző naphoz képest,Lélegeztetőgépen lévők számának változása az előző naphoz képest,Kórházi ápoltak aránya az aktív eseteken belül,Lélegeztetőgépen lévők aránya a kórházi ápoltakon belül,Növekedési faktor,Hétnapos mozgóátlag,Hétnapos csúszóátlag,Hétnapos csúszóátlag.1,Hétnapos csúszóátlag.2,Hétnapos csúszóátlag.3,Beoltottak száma Magyarországon,Új beoltottak száma Magyarországon,Hétnapos csúszóátlag.4,Második oltás,Második oltás napi,Hétnapos csúszóátlag.5,Hétnapos csúszóátlag.6
2021-02-09,378734.0,1079.0,13249.0,283282.0,3281992.0,334897.14285714284,,0.002857105029722895,0.11539759999414989,0.0019569041471103454,82203.0,0.03498233588745663,0.7479708713767447,16850.0,6410.0,0.16833073322932918,94.0,1443.0,3792.0,304.0,0.21704679273579874,75.0,9.0,0.04612970329550017,0.08016877637130802,1.1230531446914755,1.1028515806461925,1349.4285714285713,84.71428571428571,15006.857142857143,0.09878938595201829,291396.0,2354.0,6908.571428571428,110395.0,2803.0,5981.285714285715,2068.4285714285716
2021-02-10,380013.0,1279.0,13347.0,285022.0,3298814.0,336613.67346938775,,0.003377040350219415,0.11519685559719342,0.005125545705169299,81644.0,0.03512248265190928,0.7500322357393037,19414.0,16822.0,0.07603138746879087,98.0,1740.0,3747.0,296.0,0.21484528160878708,-45.0,-8.0,0.045894370682475136,0.07899653055777955,1.1445298639858072,1.1080314082279337,1382.4285714285713,86.85714285714286,15205.142857142857,0.09995072209479507,292627.0,1231.0,6479.571428571428,113570.0,3175.0,5504.857142857143,1819.7142857142858
2021-02-11,381875.0,1862.0,13444.0,287134.0,3318850.0,338658.1632653061,,0.004899832374155621,0.11506244632930081,0.006073698001766696,81297.0,0.03520523731587561,0.751905728314239,21456.0,20036.0,0.09293272110201638,97.0,2112.0,3799.0,299.0,0.21288903436988543,52.0,3.0,0.046729891631917535,0.07870492234798632,1.1579995315062075,1.1168453408600112,1412.4285714285713,87.42857142857143,15471.57142857143,0.10023909741138855,294624.0,1997.0,6419.571428571428,117368.0,3798.0,4702.285714285715,1832.2857142857142
2021-02-12,383735.0,1860.0,13543.0,289520.0,3338289.0,340641.7346938775,,0.004870703764320786,0.11494960442310417,0.005857149313768324,80672.0,0.03529258472643882,0.7544790024365773,22525.0,19439.0,0.09568393435876331,99.0,2386.0,3828.0,299.0,0.21022841283698385,29.0,0.0,0.04745140817136057,0.07810867293625914,1.175158867706528,1.1289252079056442,1453.0,87.57142857142857,15578.142857142857,0.10186399737369958,310448.0,15824.0,6559.714285714285,120649.0,3281.0,3982.285714285714,1965.142857142857
2021-02-13,385755.0,2020.0,13636.0,293542.0,3357672.0,342619.5918367347,,0.005264049409097424,0.11488763643381486,0.005806267821629583,78577.0,0.03534886132389729,0.7609544918406761,20794.0,19383.0,0.10421503379249858,93.0,4022.0,3771.0,299.0,0.20369664683542663,-57.0,0.0,0.0479911424462629,0.07928931317952798,1.2016730725751752,1.141874592551346,1518.5714285714287,87.14285714285714,15833.42857142857,0.10407852449522724,330745.0,20297.0,7333.571428571428,124423.0,3774.0,3253.0,2227.5714285714284
2021-02-14,387462.0,1707.0,13706.0,296173.0,3377187.0,344610.9183673469,,0.004425088462884474,0.11472921102681018,0.005812062643402929,77583.0,0.03537379149439171,0.7643923791236302,19927.0,19515.0,0.08747117601844735,70.0,2631.0,3755.0,312.0,0.2002338293819781,-16.0,13.0,0.04839977830194759,0.08308921438082556,1.23100235716691,1.1588810629461341,1566.7142857142858,88.0,15903.57142857143,0.10628664996512197,335188.0,4443.0,6972.714285714285,128195.0,3772.0,3279.0,2344.285714285714
2021-02-15,388799.0,1337.0,13752.0,298008.0,3388457.0,345760.9183673469,,0.0034506609680433177,0.1147421968170173,0.003337096820519563,77039.0,0.03537046134377918,0.7664834528895393,20718.0,11270.0,0.1186335403726708,46.0,1835.0,3883.0,314.0,0.1981460857666815,128.0,2.0,0.05040304261477953,0.0808653103270667,1.2458356623812186,1.1827503571447602,1592.0,85.28571428571429,16125.0,0.10618550376321664,336297.0,1109.0,6750.714285714285,129339.0,1144.0,3106.714285714286,2309.8571428571427
2021-02-16,389622.0,823.0,13837.0,298773.0,3394684.0,346396.32653061225,,0.0021167749917052254,0.11477415865512076,0.0018377096123692877,77012.0,0.03551390835219777,0.7668278485301138,20224.0,6227.0,0.13216637224987957,85.0,765.0,3979.0,318.0,0.19765824311768843,96.0,4.0,0.05166727263283644,0.07991957778336266,1.1526572094008045,1.186979509246093,1555.4285714285713,84.0,16098.857142857143,0.10101916648043811,341958.0,5661.0,7223.142857142857,131593.0,2254.0,3028.285714285714,2213.0
2021-02-17,391170.0,1548.0,13931.0,299989.0,3414023.0,348369.693877551,,0.003973081602168255,0.11457743547714822,0.00569684836644589,77250.0,0.03561367180509753,0.7669018585269831,18205.0,19339.0,0.08004550390402813,94.0,1216.0,4014.0,321.0,0.19748446966791933,35.0,3.0,0.05196116504854369,0.07997010463378176,1.1529399607316317,1.1881809516383537,1593.857142857143,83.42857142857143,16458.428571428572,0.10159261168547203,348927.0,6969.0,8042.857142857143,134824.0,3231.0,3036.285714285714,2138.1428571428573
2021-02-18,394023.0,2853.0,14035.0,301363.0,3434878.0,350497.75510204077,,0.0072935041030753895,0.114712371152629,0.0061086290279825295,78625.0,0.03561974808577164,0.7648360628694264,22893.0,20855.0,0.13680172620474707,104.0,1374.0,4021.0,332.0,0.19954418904480195,7.0,11.0,0.051141494435612084,0.0825665257398657,1.228684130676646,1.198278751519845,1735.4285714285713,84.42857142857143,16575.428571428572,0.10785961241443354,365021.0,16094.0,10056.714285714286,141023.0,6199.0,3379.285714285714,2032.7142857142858
2021-02-19,397116.0,3093.0,14145.0,302689.0,3457538.0,352810.0,,0.007849795570309348,0.11485513680543785,0.006597031976099297,80282.0,0.03561931526304656,0.7622180924465396,25536.0,22660.0,0.13649602824360105,110.0,1326.0,4024.0,352.0,0.2021625922904139,3.0,20.0,0.050123315313519844,0.0874751491053678,1.3156031855274801,1.2183422254942666,1911.5714285714287,86.0,17035.571428571428,0.11368991154083893,391821.0,26800.0,11624.714285714286,152432.0,11409.0,4540.428571428572,1881.2857142857142
2021-02-20,400111.0,2995.0,14252.0,304680.0,3480444.0,355147.3469387755,,0.007541876932684656,0.11495975800788635,0.006624945264520592,81179.0,0.03562011541797151,0.7614886868893882,26068.0,22906.0,0.13075176809569544,107.0,1991.0,4147.0,351.0,0.2028911976926403,123.0,-1.0,0.05108464011628623,0.08463949843260188,1.3505174035747884,1.2396057013513542,2050.8571428571427,88.0,17538.85714285714,0.1174808735841528,427309.0,35488.0,13794.857142857143,172739.0,20307.0,6902.285714285715,1591.142857142857
2021-02-21,403023.0,2912.0,14299.0,306621.0,3503611.0,357511.3265306122,,0.007277980360449975,0.11503074970366288,0.0066563346515559505,82103.0,0.03547936470127015,0.760802733342762,27179.0,23167.0,0.12569603315060215,47.0,1941.0,4233.0,366.0,0.20371790195596778,86.0,15.0,0.05155719035845219,0.08646350106307583,1.4188930427646576,1.2664472278653183,2223.0,84.71428571428571,18060.571428571428,0.1229415674601749,445535.0,18226.0,15763.857142857143,190705.0,17966.0,8930.0,1492.5714285714287
2021-02-22,405646.0,2623.0,14347.0,308650.0,3519536.0,359136.3265306122,,0.006508313421318386,0.11525553368398561,0.004545310538184747,82649.0,0.03536827677334425,0.760885106718666,25589.0,15925.0,0.16470957613814757,48.0,2029.0,4489.0,394.0,0.20374661650798973,256.0,28.0,0.054314026787982916,0.0877701047003787,1.5117552045944005,1.3044357338957726,2406.714285714286,85.0,18725.571428571428,0.12952385828381444,453457.0,7922.0,16737.14285714286,201005.0,10300.0,10238.0,1520.2857142857142
2021-02-23,407274.0,1628.0,14450.0,310848.0,3528862.0,360087.95918367343,,0.004013351542970965,0.11541227738574078,0.002649781107509626,81976.0,0.035479799839911216,0.7632404720163821,26549.0,9326.0,0.17456573021659877,103.0,2198.0,4582.0,396.0,0.2012797281437067,93.0,2.0,0.055894408119449596,0.08642514185945002,1.621234386480529,1.3713753306214476,2521.714285714286,87.57142857142857,19168.285714285714,0.13558090942191717,457096.0,3639.0,16448.285714285714,205720.0,4715.0,10589.57142857143,1725.0
2021-02-24,410129.0,2855.0,14552.0,313450.0,3552261.0,362475.61224489793,,0.007010022736536091,0.11545576183731995,0.00663074951641634,82127.0,0.03548151922931565,0.7642717291388806,27737.0,23399.0,0.12201376127184922,102.0,2602.0,4353.0,407.0,0.20024675163180367,-229.0,11.0,0.05300327541490618,0.09349873650356076,1.6992919243524245,1.4494256111387036,2708.4285714285716,88.71428571428571,19748.285714285714,0.14157637476017734,471004.0,13908.0,17439.571428571428,208846.0,3126.0,10574.57142857143,1923.0
2021-02-25,414514.0,4385.0,14672.0,315781.0,3577770.0,365078.5714285714,,0.010691757959081167,0.11585820217621591,0.007181060175476971,84061.0,0.0353956681800856,0.7618102163015,29389.0,25509.0,0.17190011368536595,120.0,2331.0,4836.0,411.0,0.20279411551841434,483.0,4.0,0.05752965108671084,0.08498759305210918,1.686779716825815,1.514867837731442,2927.285714285714,91.0,20413.14285714286,0.14659043011455147,508073.0,37069.0,20436.0,211073.0,2227.0,10007.142857142857,2059.714285714286
2021-02-26,419182.0,4668.0,14795.0,317899.0,3604898.0,367846.7346938775,,0.011261380797753514,0.11628123736094613,0.007582376731874883,86488.0,0.03529493155717564,0.7583794151466428,35303.0,27128.0,0.17207313476850486,123.0,2118.0,5027.0,451.0,0.2063256532961816,191.0,40.0,0.05812367033576912,0.08971553610503283,1.6490546296988267,1.5625037583273487,3152.285714285714,92.85714285714286,21051.428571428572,0.15167287390382342,521283.0,13210.0,18494.571428571428,240622.0,29549.0,12598.57142857143,2172.8571428571427
2021-02-27,424130.0,4948.0,14902.0,319691.0,3632712.0,370684.89795918367,,0.011803941963156815,0.11675299335592802,0.007715613590176477,89537.0,0.03513545375238724,0.7537571027750926,37658.0,27814.0,0.17789602358524484,107.0,1792.0,5282.0,482.0,0.21110744347252022,255.0,31.0,0.058992371868612975,0.09125331313896251,1.6730983560880468,1.6085867515435286,3431.285714285714,92.85714285714286,21752.571428571428,0.15840776754518762,563601.0,42318.0,19470.285714285714,244407.0,3785.0,10238.285714285714,2144.4285714285716
2021-02-28,428599.0,4469.0,14974.0,321128.0,3660342.0,373504.2857142857,,0.010536863697451253,0.11709261047191766,0.0076058878325614586,92497.0,0.03493708571415239,0.749250464886759,33353.0,27630.0,0.1617444806369888,72.0,1437.0,5482.0,524.0,0.21581244939908867,200.0,42.0,0.05926678703093073,0.09558555271798613,1.6435961699119594,1.6406871982788576,3653.714285714286,96.42857142857143,22390.14285714286,0.16355754575752854,677682.0,114081.0,33163.857142857145,249499.0,5092.0,8399.142857142857,2072.4285714285716
2021-03-01,432925.0,4326.0,15058.0,322956.0,3680572.0,375568.5714285714,,0.010093350661107468,0.11762438012352427,0.0055268059651256635,94911.0,0.03478200612115263,0.7459860252930646,34716.0,20230.0,0.213840830449827,84.0,1828.0,5679.0,537.0,0.21923196858578275,197.0,13.0,0.05983500331889876,0.09455890121500264,1.6192200391761145,1.6560393175048167,3897.0,101.57142857142857,23005.14285714286,0.17057629637348276,685247.0,7565.0,33112.857142857145,251691.0,2192.0,7240.857142857143,2043.7142857142858
2021-03-02,435689.0,2764.0,15188.0,324202.0,3693390.0,376876.53061224485,,0.006384477680891609,0.11796452581503714,0.003482610855051878,96299.0,0.034859727925194345,0.7441133469057056,35023.0,12818.0,0.2156342643158059,130.0,1246.0,6071.0,581.0,0.22102692516909997,392.0,44.0,0.06304322994008245,0.0957008730028002,1.6097326082030365,1.6543962063223177,4059.285714285714,105.42857142857143,23504.0,0.17644322981622665,721677.0,36430.0,37797.28571428572,252847.0,1156.0,6732.428571428572,1907.7142857142858
2021-03-03,439900.0,4211.0,15324.0,326215.0,3719113.0,379501.3265306122,,0.009665151059586081,0.11828089116948047,0.006964604333688021,98361.0,0.034835189815867244,0.7415662650602409,37005.0,25723.0,0.16370563309100805,136.0,2013.0,6367.0,622.0,0.2235985451238918,296.0,41.0,0.06473094010837628,0.09769122035495524,1.5702832427870668,1.635966394670124,4253.0,110.28571428571429,23836.0,0.1823992115046779,758037.0,36360.0,41004.71428571428,253368.0,521.0,6360.285714285715,1823.5714285714287
2021-03-04,446178.0,6278.0,15476.0,328136.0,3749907.0,382643.5714285714,,0.014271425323937258,0.11898375079701977,0.008279931263180227,102566.0,0.03468570839440761,0.7354374263186442,41440.0,30794.0,0.20387088393842956,152.0,1921.0,6554.0,639.0,0.22987686528694826,187.0,17.0,0.06390031784411988,0.09749771132133049,1.5452637743399542,1.6157498314578578,4523.428571428572,114.85714285714286,24591.0,0.1869664643979727,785440.0,27403.0,39623.857142857145,267153.0,13785.0,8011.428571428572,1765.0
2021-03-05,452547.0,6369.0,15619.0,331557.0,3781181.0,385834.79591836734,,0.014274572031790004,0.11968403522603123,0.008339940163849396,105371.0,0.034513542239811554,0.7326465538386068,45164.0,31274.0,0.20365159557459872,143.0,3421.0,6867.0,677.0,0.23283990392158163,313.0,38.0,0.06516973360791868,0.09858744721130042,1.5120547448563402,1.5961784193375028,4766.428571428572,117.71428571428571,25183.285714285714,0.19147767308455757,862953.0,77513.0,48810.0,279727.0,12574.0,5586.428571428572,1951.142857142857
2021-03-06,459816.0,7269.0,15765.0,333045.0,3816852.0,389474.693877551,,0.016062420035929968,0.12046995796535993,0.009433825040377597,111006.0,0.03428545331175949,0.7243005898011379,46620.0,35671.0,0.20377898012391019,146.0,1488.0,7243.0,751.0,0.24141395688710265,376.0,74.0,0.06524872529412824,0.10368631782410603,1.4857404554727507,1.569413004963889,5098.0,123.28571428571429,26305.714285714286,0.19517523830436692,949497.0,86544.0,55128.0,304880.0,25153.0,8639.0,1907.7142857142858
2021-03-07,466017.0,6201.0,15873.0,335512.0,3850623.0,392920.71428571426,,0.013485829114254397,0.12102379277327331,0.008847867300068224,114632.0,0.03406098919138143,0.7199565681080304,44217.0,33771.0,0.18361908146042463,108.0,2467.0,7445.0,778.0,0.24598244270058817,202.0,27.0,0.06494696070905158,0.10449966420416387,1.463012198936503,1.5436152948245379,5345.428571428572,128.42857142857142,27183.0,0.19830018127914345,981401.0,31904.0,43388.42857142857,307573.0,2693.0,8296.285714285714,2054.8571428571427
2021-03-08,468713.0,2696.0,15988.0,336744.0,3874513.0,395358.4693877551,,0.00578519667737443,0.12097339717275436,0.006204190854311107,115981.0,0.0341104257829418,0.7184439091725641,37343.0,23890.0,0.11285056508999582,115.0,1232.0,7924.0,806.0,0.24744566504449417,479.0,28.0,0.06832153542390564,0.10171630489651691,1.3119249239341617,1.4997159926471164,5112.571428571428,132.85714285714286,27705.85714285714,0.18387300051345326,1002714.0,21313.0,45352.42857142857,307929.0,356.0,8034.0,1969.7142857142858
2021-03-09,475207.0,6494.0,16146.0,338946.0,3891778.0,397120.2040816326,,0.013854960284865152,0.12210537188914682,0.004456043895065005,120115.0,0.033976772227681834,0.7132596952485969,40869.0,17265.0,0.37613669273095857,158.0,2202.0,8270.0,833.0,0.25276353252372125,346.0,27.0,0.06885068476043792,0.1007255139056832,1.3907443251803624,1.4684319522153058,5645.428571428572,136.85714285714286,28341.14285714286,0.2068019188584751,1047045.0,44331.0,46481.142857142855,314485.0,6556.0,8805.42857142857,2106.285714285714
2021-03-10,480860.0,5653.0,16325.0,340844.0,3922530.0,400258.1632653061,,0.011895868537290065,0.12258924724603763,0.007901786792566277,123691.0,0.03394959031734809,0.7088216944640852,42362.0,30752.0,0.18382544224765868,179.0,1898.0,8348.0,844.0,0.2572287152185667,78.0,11.0,0.0674907632729948,0.10110206037374221,1.3758355446575528,1.440653709625375,5851.428571428572,143.0,29059.571428571428,0.20967617730942514,1107791.0,60746.0,49964.857142857145,317906.0,3421.0,9219.714285714286,2089.8571428571427
2021-03-11,489172.0,8312.0,16497.0,344267.0,3955994.0,403672.8571428571,,0.017285696460508256,0.1236533725784215,0.008531228569316231,128408.0,0.03372433418102426,0.7037749503242213,46302.0,33464.0,0.24838632560363375,172.0,3423.0,8329.0,911.0,0.2625007154947544,-19.0,67.0,0.0648635599028098,0.10937687597550727,1.3578196058615462,1.4138759712713167,6142.0,145.85714285714286,29441.0,0.21603552611874005,1149557.0,41766.0,52016.71428571428,327428.0,9522.0,8610.714285714286,2304.4285714285716
2021-03-12,498183.0,9011.0,16627.0,346904.0,3992790.0,407427.5510204081,,0.018420923519743566,0.12477064909499373,0.009301328566221283,134652.0,0.033375285788555614,0.696338494087514,48677.0,36796.0,0.24489074899445593,130.0,2637.0,8718.0,949.0,0.2702862201239304,389.0,38.0,0.06474467516264147,0.10885524202798808,1.367780608421999,1.393265380352125,6519.428571428572,144.0,30229.85714285714,0.22192683375014824,1229827.0,80270.0,52410.57142857143,351694.0,24266.0,10281.0,2192.4285714285716
2021-03-13,507627.0,9444.0,16790.0,349530.0,4034635.0,411697.44897959183,,0.018956889335846466,0.12581732920078273,0.010480140453166833,141307.0,0.033075466828990575,0.6885567552553351,46249.0,41845.0,0.22569004660054964,163.0,2626.0,8897.0,989.0,0.2783677779156743,179.0,40.0,0.06296220286326934,0.11116106552770597,1.339769097124923,1.3724123291595784,6830.142857142857,146.42857142857142,31111.85714285714,0.22505698610395383,1293414.0,63587.0,49131.0,377343.0,25649.0,10351.857142857143,2355.0
2021-03-14,516490.0,8863.0,16952.0,351891.0,4076943.0,416014.5918367347,,0.01745967019090789,0.12668560732882456,0.010486202593295304,147647.0,0.03282154543166373,0.6813123196964124,48329.0,42308.0,0.20948756736314644,162.0,2361.0,8764.0,1005.0,0.28586613487192397,-133.0,16.0,0.059357792572825724,0.11467366499315382,1.3488962531402,1.3561100511886777,7210.428571428572,154.14285714285714,32331.428571428572,0.22875248409005697,1319266.0,25852.0,48266.42857142857,392703.0,15360.0,12161.42857142857,2339.8571428571427
2021-03-15,524196.0,7706.0,17083.0,354817.0,4104415.0,418817.8571428571,,0.014919940366706035,0.12771515550937224,0.006738382165264513,152296.0,0.03258895527627071,0.6768784958298041,45605.0,27472.0,0.2805037856726849,131.0,2926.0,9300.0,1008.0,0.29053254889392516,536.0,3.0,0.06106529390135,0.10838709677419354,1.550324130993629,1.390167080768602,7926.142857142857,156.42857142857142,32843.142857142855,0.25270294417329825,1334595.0,15329.0,47411.57142857143,398962.0,6259.0,13004.714285714286,2581.8571428571427
2021-03-16,529122.0,4926.0,17226.0,356679.0,4122541.0,420667.44897959183,,0.009397248357484605,0.1283485112701123,0.004416220094702899,155217.0,0.03255581888486965,0.6740959551861385,43553.0,18126.0,0.2717643164515061,143.0,1862.0,9844.0,1067.0,0.2933482259289918,544.0,59.0,0.06342088817590856,0.10839089800893946,1.3643149956981628,1.3863914622711444,7702.142857142857,154.28571428571428,32966.142857142855,0.23779260470480507,1347073.0,12478.0,42861.142857142855,399505.0,543.0,12145.714285714286,2533.285714285714
2021-03-17,532578.0,3456.0,17421.0,359061.0,4136190.0,422060.2040816326,,0.006531574948688583,0.12876052599131085,0.0033108221361534064,156096.0,0.03271070153104334,0.6741942025393464,44648.0,13649.0,0.25320536303025865,195.0,2382.0,10284.0,1167.0,0.2930950959296103,440.0,100.0,0.06588253382533825,0.11347724620770128,1.262646484375,1.3702215965164943,7388.285714285715,156.57142857142858,30522.85714285714,0.2477040219594622,1397342.0,50269.0,41364.42857142857,406746.0,7241.0,12691.42857142857,2602.4285714285716
2021-03-18,539080.0,6502.0,17628.0,360895.0,4162688.0,424764.081632653,,0.012208540345263981,0.12950285969066141,0.006406378817220679,160557.0,0.03270015582102842,0.6694646434666469,47116.0,26498.0,0.2453770095856291,207.0,1834.0,10386.0,1170.0,0.2978352007123247,102.0,3.0,0.06468730731142211,0.11265164644714037,1.1608131367167511,1.342077815210095,7129.714285714285,161.57142857142858,29527.714285714286,0.24727411967117582,1441706.0,44364.0,41735.57142857143,421915.0,15169.0,13498.142857142857,2375.4285714285716
2021-03-19,549839.0,10759.0,17841.0,364808.0,4202286.0,428804.693877551,,0.019958076723306375,0.13084283173491762,0.00951260339472956,167190.0,0.03244768013909526,0.6634814918548885,50701.0,39598.0,0.2717056416990757,213.0,3913.0,10264.0,1174.0,0.3040708280060163,-122.0,4.0,0.06139123153298642,0.11438035853468434,1.131913401700412,1.308382499964154,7379.428571428572,173.42857142857142,29928.0,0.25110481862897865,1477554.0,35848.0,35389.57142857143,444451.0,22536.0,13251.0,2557.714285714286
2021-03-20,560971.0,11132.0,18068.0,366774.0,4242762.0,432934.89795918367,,0.020245926534858384,0.13221835210176766,0.009631900351380177,176129.0,0.03220843858238661,0.6538198944330456,52885.0,40476.0,0.2750271765984781,227.0,1966.0,10583.0,1237.0,0.31397166698456785,319.0,63.0,0.06008664104150935,0.11688557119909289,1.11572650645249,1.2763764155823778,7620.571428571428,182.57142857142858,29732.428571428572,0.2581529800572541,1520350.0,42796.0,32419.428571428572,465643.0,21192.0,12614.285714285714,2463.4285714285716
2021-03-21,571596.0,10625.0,18262.0,369998.0,4283741.0,437116.4285714285,,0.018940373031761,0.13343383738652734,0.00965856675439254,183336.0,0.031949138902301624,0.6473068390961448,50512.0,40979.0,0.25927914297567045,194.0,3224.0,10652.0,1273.0,0.32074402200155355,69.0,36.0,0.05810097307675525,0.11950807360120165,1.091791650981713,1.239647186702594,7872.285714285715,187.14285714285714,29542.571428571428,0.26526606228761473,1563242.0,42892.0,34853.71428571428,474891.0,9248.0,11741.142857142857,2586.714285714286
2021-03-22,580642.0,9046.0,18451.0,373666.0,4315305.0,440337.2448979592,,0.015825863022134515,0.13455410451868408,0.0073683259562144394,188525.0,0.031776895229762916,0.6435393926033597,43961.0,31564.0,0.28659232036497273,189.0,3668.0,11276.0,1340.0,0.32468371216687736,624.0,67.0,0.0598116960615303,0.11883646683221,1.0173566678081574,1.163508977676098,8063.714285714285,195.42857142857142,30127.14285714286,0.2661358529579415,1589612.0,26370.0,36431.0,479389.0,4498.0,11489.57142857143,2692.714285714286
2021-03-23,586123.0,5481.0,18703.0,378176.0,4334584.0,442304.48979591834,,0.00943955139311314,0.13522012723712357,0.004467586879722291,189244.0,0.03190968448602085,0.6452161065168915,50096.0,19279.0,0.2842989781627678,252.0,4510.0,11873.0,1389.0,0.32287420899708763,597.0,49.0,0.06273910929804907,0.11698812431567422,1.057238245386256,1.1196408704886829,8143.0,211.0,30291.85714285714,0.2679265189166932,1636436.0,46824.0,41337.57142857143,481820.0,2431.0,11759.285714285714,3071.0
2021-03-24,593710.0,7587.0,18952.0,381807.0,4367900.0,445704.081632653,,0.012944381981256494,0.1359257309004327,0.007686089368668366,192951.0,0.03192130838288053,0.6430866921561031,51230.0,33316.0,0.22772841877776442,249.0,3631.0,11805.0,1423.0,0.3249919994610163,-68.0,34.0,0.061181336194163286,0.12054214315967811,1.1820256003712442,1.108123601345289,8733.142857142857,218.71428571428572,33101.42857142857,0.26428695545205116,1696110.0,59674.0,42681.142857142855,494520.0,12700.0,12539.142857142857,3249.4285714285716
2021-03-25,603347.0,9637.0,19224.0,387570.0,4403317.0,449318.06122448976,,0.016231830354887067,0.1370210230151497,0.008108473179331029,196553.0,0.03186226168357512,0.6423666646225141,54422.0,35417.0,0.2721009684614733,272.0,5763.0,11760.0,1467.0,0.3257710736939108,-45.0,44.0,0.059831190569464725,0.12474489795918367,1.2877093852688948,1.1262516368527382,9181.0,228.0,34375.57142857143,0.26810466386288606,1747519.0,51409.0,43687.57142857143,524604.0,30084.0,14669.857142857143,3810.714285714286
2021-03-26,614612.0,11265.0,19499.0,392314.0,4443610.0,453429.5918367347,,0.01867084778742581,0.13831366839124046,0.009150601694131946,202799.0,0.03172570662466727,0.6383116502769227,58667.0,40293.0,0.2795770977589159,275.0,4744.0,11823.0,1480.0,0.32996264309841006,63.0,13.0,0.05829910403897455,0.12517973441596889,1.25392984358061,1.1436825571213378,9253.285714285714,236.85714285714286,34474.857142857145,0.26922915758572036,1803533.0,56014.0,46568.42857142857,594662.0,70058.0,21458.714285714286,3929.4285714285716
2021-03-27,624779.0,10167.0,19752.0,393999.0,4486163.0,457771.7346938775,,0.016542143661366845,0.13926801143872838,0.009576222935856207,211028.0,0.031614378844359366,0.6306213877226987,61430.0,42553.0,0.23892557516508825,253.0,1685.0,11779.0,1512.0,0.3377642334329419,-44.0,32.0,0.05581723752298273,0.12836403769420154,1.1961607678464308,1.1551731658919009,9115.42857142857,240.57142857142858,34771.57142857143,0.26407178595237896,1870631.0,67098.0,50040.142857142855,667303.0,72641.0,28808.571428571428,3889.285714285714
2021-03-28,633861.0,9082.0,19972.0,395790.0,4515464.0,460761.6326530612,,0.014536340049841624,0.14037560702510307,0.006531416714015964,218099.0,0.03150848529882735,0.6244113457051309,59018.0,29301.0,0.30995529162827207,220.0,1791.0,11805.0,1527.0,0.3440801689960417,26.0,15.0,0.0541267956295077,0.12935196950444727,1.1299132580844191,1.1606191097637162,8895.0,244.28571428571428,33103.28571428572,0.2713112357598935,1903498.0,32867.0,48608.0,685971.0,18668.0,30154.285714285714,3684.5714285714284
2021-03-29,641124.0,7263.0,20161.0,399961.0,4557943.0,465096.22448979586,,0.01145834812364225,0.14066082002341845,0.009407449599863935,221002.0,0.031446334874376876,0.6238434374629557,55511.0,42479.0,0.1709786011911768,189.0,4171.0,12291.0,1497.0,0.34471022766266746,486.0,-30.0,0.05561488131329128,0.1217964364168904,1.0715019664812386,1.168354152431299,8640.285714285714,244.28571428571428,34662.57142857143,0.2547949901636369,1920347.0,16849.0,47247.857142857145,689392.0,3421.0,30000.428571428572,3756.4285714285716
2021-03-30,645733.0,4609.0,20435.0,402964.0,4576398.0,466979.387755102,,0.007188936929517535,0.1411007084611085,0.00404897560149392,222234.0,0.03164620671392046,0.6240412058854047,55280.0,18455.0,0.24974261717691681,274.0,3003.0,12553.0,1529.0,0.3441577246323171,262.0,32.0,0.056485506268167784,0.12180355293555326,1.0457711268223364,1.1667159926364534,8515.714285714286,247.42857142857142,34544.857142857145,0.24985836716565824,2000998.0,80651.0,52080.28571428572,721289.0,31897.0,34209.857142857145,3541.1428571428573
2021-03-31,652433.0,6700.0,20737.0,406935.0,4609152.0,470321.6326530612,,0.010375805479973922,0.14155163466077925,0.007157157222776516,224761.0,0.03178410656726438,0.6237192171456686,55287.0,32754.0,0.20455516883434086,302.0,3971.0,12346.0,1492.0,0.34449667628706704,-207.0,-37.0,0.054929458402480855,0.12084885792969383,0.9605934698684813,1.1350828311360586,8389.0,255.0,34464.57142857143,0.24654790288802628,2011029.0,10031.0,44988.42857142857,753187.0,31898.0,36952.42857142857,3589.714285714286
2021-04-01,661721.0,9288.0,20995.0,410565.0,4649596.0,474448.5714285714,,0.014235944533768218,0.14231795622673454,0.008774716043211419,230161.0,0.03172787322753849,0.6204503106294043,55915.0,40444.0,0.22965087528434378,258.0,3630.0,12062.0,1512.0,0.3478218161430573,-284.0,20.0,0.05240679350541577,0.12535234621124192,0.9083044175082079,1.0808821214559605,8339.142857142857,253.0,35182.71428571428,0.24048360386272205,2065948.0,54919.0,45489.857142857145,787207.0,34020.0,37514.71428571428,3285.0
